Offer_Score,Claim_Amt,Current_Premium,Car_Price,LoanReason,JobType,Car_Age,DerogatoryMarks,Delinquencies,CredLineAge,Inquiries,CredLines,Rating_Category,CustID
0,11000,15129,29375,DebtCon,Office,6,0,1,102.4333333,0,17,,JPN00226
0,11000,102000,120000,DebtCon,,3,0,0,125.8,1,26,,JPN00229
1,11000,53700,68000,DebtCon,Mgr,6,0,0,101.5,0,13,,JPN00232
1,11000,62227,81250,DebtCon,Office,9,0,5,123.7666667,3,34,,JPN00234
1,11000,122751,140000,DebtCon,Other,5,0,0,116.7,2,30,,JPN00237
0,11000,54641,65705,DebtCon,Other,5,0,0,323.1929276,0,10,33.29962839,JPN00240
0,11000,85758,108661,HomeImp,Mgr,11,0,0,255.2874154,0,24,29.43486714,JPN00243
0,11000,50178,64427,DebtCon,Other,5,0,0,67.63628905,1,11,28.68992836,JPN00246
0,11000,106762,123138,DebtCon,,2,0,0,131.0119157,0,25,32.80374334,JPN00249
0,11100,47689,52910,HomeImp,Mgr,21,1,1,224.4807501,1,18,34.94707658,JPN00252
0,11100,17430,68499,DebtCon,ProfExe,20,0,2,403.9654009,1,12,21.75864261,JPN00255
0,11100,80922,95105,DebtCon,Other,3,0,0,90.88129226,2,31,38.12081058,JPN00258
0,11100,,67005,HomeImp,Other,,0,0,364.3759758,0,7,36.67473432,JPN00261
1,11100,68784,85464,,ProfExe,2,0,0,117.9983043,0,14,36.04425176,JPN00263
1,11100,52900,91741,HomeImp,Other,,1,1,93.1103527,,8,40.76145307,JPN00266
0,11100,,,,,,,,,,,26.23245922,JPN00269
0,11100,56999,67427,HomeImp,Other,8,0,0,139.513915,0,16,35.8924361,JPN00272
0,11100,67366,102936,DebtCon,Other,9,0,0,213.2814957,0,20,19.07865117,JPN00275
0,11100,148235,182053,HomeImp,Office,4,0,0,198.8097171,0,55,33.53872615,JPN00278
0,11100,43167,60209,DebtCon,Other,3,0,1,80.36819698,0,20,37.49079883,JPN00281
0,11100,50350,58837,DebtCon,Other,6,0,0,80.84321682,0,10,28.79316627,JPN00284
0,11200,93649,113833,DebtCon,Other,13,0,0,205.1172457,3,16,39.12613026,JPN00287
0,11200,44966,55114,DebtCon,Office,1,0,0,173.9618974,1,21,37.4566221,JPN00290
0,11200,17411,86102,DebtCon,Other,10,0,0,267.9701095,0,13,22.08919992,JPN00292
1,11200,56877,65125,HomeImp,Other,6,2,0,12.17692857,0,1,33.24121888,JPN00295
1,11200,68990,81922,DebtCon,Mgr,12,0,1,120.8858112,2,23,43.15987533,JPN00298
0,11300,57377,75038,DebtCon,Office,4,0,0,91.21996117,1,15,25.14027972,JPN00301
0,11300,61810,79817,DebtCon,Office,6,0,0,98.2241442,1,14,25.52507894,JPN00304
0,11300,62168,80681,DebtCon,Sales,6,0,0,117.3762292,0,34,27.69452127,JPN00307
0,11300,56651,71353,HomeImp,Other,29,1,2,176.9129878,1,24,38.54444186,JPN00310
0,11300,46120,52911,HomeImp,Mgr,19,0,0,229.4415778,1,17,36.33481436,JPN00313
0,11300,77926,89216,DebtCon,Mgr,6,0,0,146.8101541,2,26,39.46696422,JPN00316
0,11300,129489,195105,HomeImp,Office,0,0,1,356.3134858,0,16,41.63401796,JPN00319
0,11300,54984,63958,DebtCon,Mgr,4,0,0,190.92093,1,16,28.08685484,JPN00321
1,11300,29000,59900,HomeImp,Mgr,3,1,0,91.63333333,4,11,,JPN00324
1,11300,62568,79009,HomeImp,Office,4,0,3,295.3346697,0,19,28.60025223,JPN00327
0,11400,,29374,HomeImp,Office,20,0,0,207.9302558,1,15,38.95512474,JPN00330
0,11400,75705,90727,DebtCon,Mgr,5,0,0,143.1010326,2,27,42.16992673,JPN00333
0,11400,55965,78051,DebtCon,Office,6,0,0,96.29202022,2,14,27.17323223,JPN00336
0,11400,59813,72873,DebtCon,ProfExe,13,0,0,234.3302405,4,31,39.35147085,JPN00339
0,11400,43530,56600,HomeImp,Other,21,0,0,114.982979,0,23,39.4816629,JPN00342
0,11400,56789,74016,HomeImp,Other,7,0,0,127.6254746,0,16,33.02714356,JPN00345
0,11400,51203,60716,DebtCon,Other,2,0,0,99.10408262,0,20,38.23531293,JPN00348
0,11400,,27439,HomeImp,,27,0,0,208.1771125,0,5,23.83011058,JPN00350
0,11400,28043,87684,HomeImp,ProfExe,20,1,1,229.1779592,0,10,25.48999451,JPN00353
0,11400,84278,200480,HomeImp,Self,14,0,0,4.412770061,,8,19.11248507,JPN00356
0,11400,64934,74875,DebtCon,Other,3,0,0,192.3144827,2,16,34.34375572,JPN00359
0,11500,56720,82738,HomeImp,Other,17,0,0,200.4169543,0,16,34.01983769,JPN00362
0,11500,53151,71645,HomeImp,Other,7,0,0,135.800476,0,16,35.85161441,JPN00365
0,11500,70409,89099,DebtCon,ProfExe,9,0,0,169.401652,0,11,40.17443006,JPN00368
1,11500,21096,38952,DebtCon,Office,13,0,0,129.7,0,5,,JPN00371
0,11500,104610,118861,DebtCon,Other,18,0,1,203.7002024,1,16,37.59695145,JPN00374
0,11500,,64037,HomeImp,Other,,0,0,354.1745808,0,7,34.35573924,JPN00377
0,11500,59781,69864,DebtCon,Other,4,0,1,312.547396,0,9,31.18180135,JPN00379
0,11500,22758,36922,DebtCon,Office,7,0,1,103.0481171,0,16,19.0201683,JPN00382
0,11600,82326,94599,DebtCon,Other,0,4,0,,0,3,29.89362148,JPN00385
0,11600,92613,108515,DebtCon,Other,11,0,0,206.8225881,3,16,39.11103947,JPN00388
0,11600,35865,50000,DebtCon,Other,,0,0,78.13333333,0,15,,JPN00391
1,11600,57200,72500,DebtCon,Other,5,0,0,34.46666667,4,15,,JPN00394
0,11600,96882,118914,DebtCon,ProfExe,13,0,0,176.2219109,2,17,34.7577402,JPN00397
0,11600,36357,56514,,Other,31,0,0,237.8189664,0,19,20.1815824,JPN00400
0,11600,73079,101219,HomeImp,ProfExe,7,0,0,152.249875,0,33,34.24962074,JPN00403
0,11600,,36474,HomeImp,Other,,,1,93.72713803,0,10,37.20295356,JPN00406
0,11700,42151,58947,HomeImp,Other,22,0,0,122.0303618,0,23,40.08314453,JPN00408
0,11700,78789,91342,DebtCon,Mgr,5,0,0,128.3606743,2,27,41.9526818,JPN00411
0,11700,47072,85090,HomeImp,Other,18,0,0,192.2531823,0,16,35.06486468,JPN00414
1,11700,51600,72399,HomeImp,Other,15,0,1,125.36337,4,20,,JPN00417
0,11700,40266,59097,DebtCon,Other,,0,0,74.9980986,0,15,39.49702872,JPN00420
0,11700,,69125,,,,,,,,,23.76683213,JPN00423
0,11700,84863,91737,DebtCon,Other,0,4,0,,0,4,30.33081149,JPN00426
1,11700,69100,85000,DebtCon,Mgr,3.8,3,0,80.1,0,22,,JPN00429
1,11700,62400,78000,DebtCon,Office,20,0,0,216.0666667,2,24,,JPN00432
0,11700,37093,62116,DebtCon,Mgr,,,,,,,37.01094877,JPN00435
0,11700,74783,86227,DebtCon,Mgr,7,0,0,116.7568005,0,23,28.01922708,JPN00437
0,11700,15163,74500,DebtCon,ProfExe,19,0,2,378.8258185,1,11,20.09078333,JPN00440
0,11700,56441,86987,HomeImp,Other,17,0,0,198.0327176,0,16,33.93116342,JPN00443
0,11700,78157,103016,DebtCon,Mgr,1,0,0,69.80569767,2,24,38.44838712,JPN00446
0,11700,55119,67931,DebtCon,Mgr,4,0,0,199.4106992,2,16,27.61633851,JPN00449
0,11700,56990,83334,HomeImp,Other,4,0,2,177.4326989,0,13,30.9986945,JPN00452
0,11700,101520,110617,DebtCon,Other,18,0,2,198.5433481,1,16,38.72125945,JPN00455
0,11700,96532,107600,DebtCon,Other,12,0,0,214.8698168,2,15,40.28741144,JPN00458
0,11800,86785,125552,DebtCon,Office,11,0,0,148.1764924,1,22,37.88444933,JPN00461
0,11800,116742,137385,DebtCon,ProfExe,15,,1,170.5400351,1,33,30.78500359,JPN00464
0,11800,,51246,HomeImp,Other,11,0,0,305.5667157,2,13,32.50005907,JPN00466
0,11800,65012,91614,HomeImp,Office,26,0,0,171.8895469,2,13,42.48851705,JPN00469
0,11800,53596,69786,DebtCon,Mgr,5,,,126.7877807,,24,41.04775488,JPN00472
1,11900,54867,79000,HomeImp,Mgr,1,0,0,182.6,2,23,,JPN00475
0,11900,44142,54299,HomeImp,Other,22,0,0,123.4711472,0,22,37.1549023,JPN00478
0,11900,56443,86913,DebtCon,Office,12,0,0,119.8594097,0,24,38.86165697,JPN00481
0,11900,85486,109386,HomeImp,ProfExe,11,0,1,175.5425655,0,28,33.67090818,JPN00484
0,11900,97506,110902,DebtCon,Other,17,0,1,196.568128,2,15,37.99899138,JPN00487
0,11900,61094,74842,,Other,12,0,0,250.1998344,0,26,29.73487407,JPN00490
0,12000,84172,123415,DebtCon,Office,9,0,0,139.0184494,1,21,38.58266988,JPN00493
0,12000,63019,74204,DebtCon,Office,6,0,0,98.59173833,2,14,24.49043836,JPN00495
0,12000,41182,59947,HomeImp,Other,23,0,0,118.1799392,0,22,37.13106416,JPN00498
0,12000,57371,69076,DebtCon,Mgr,10,1,0,83.25197204,1,19,29.63210826,JPN00501
0,12000,38130,68707,DebtCon,Office,23,0,0,234.8879805,1,29,26.3012369,JPN00504
0,12000,69796,93757,DebtCon,Office,16,0,1,91.43267591,0,8,24.45938368,JPN00507
1,12000,76345,89036,HomeImp,Other,8,0,0,91.97034976,1,19,50.17306503,JPN00510
0,12000,35721,52938,HomeImp,Other,23,0,1,125.928071,0,22,38.62702499,JPN00513
1,12000,42000,60000,DebtCon,Other,4,1,2,145.5333333,0,23,,JPN00516
1,12000,74427,96270,DebtCon,Other,18,0,1,169.7333333,2,40,,JPN00519
0,12000,43000,64000,DebtCon,Other,1,0,0,262.9666667,0,21,,JPN00522
0,12000,98000,123385,HomeImp,ProfExe,10,0,0,170.4333333,3,32,,JPN00524
0,12000,29600,61250,DebtCon,ProfExe,7.5,0,0,264.8,1,16,,JPN00527
0,12000,,63000,,,0,0,0,,0,0,,JPN00530
0,12000,72000,106000,DebtCon,Other,6,0,0,78.06666667,2,14,,JPN00533
0,12000,42482,67800,DebtCon,ProfExe,19,0,0,199.9,0,16,,JPN00536
0,12000,44000,59500,DebtCon,Other,3.7,0,0,172.5,0,14,,JPN00539
1,12000,,87000,DebtCon,Other,13,,,,,,,JPN00542
1,12000,75373,102602,HomeImp,Other,6,2,0,99.36666667,0,21,,JPN00545
1,12000,114390,132800,DebtCon,Mgr,10,0,0,95.73333333,0,25,,JPN00548
1,12000,28298,72000,DebtCon,Other,8,,,105.5,2,22,,JPN00551
1,12000,87917,,,Other,12.9,0,1,71,0,12,,JPN00553
0,12000,76674,97936,DebtCon,Mgr,5,0,0,147.9142027,2,27,41.22576316,JPN00556
1,12000,54257,82764,,Other,14,1,1,188.3374218,2,31,38.94275964,JPN00559
0,12000,97650,115931,DebtCon,ProfExe,11,0,0,199.828042,1,17,34.38794397,JPN00562
0,12000,88210,114224,DebtCon,ProfExe,8,0,0,203.468979,1,36,41.57297152,JPN00565
0,12000,63589,75959,HomeImp,Office,14,1,0,253.616928,1,31,43.15970058,JPN00568
1,12000,48189,53969,DebtCon,Other,5,0,0,276.3817427,0,18,65.49524315,JPN00571
0,12100,58556,76724,HomeImp,Other,3,0,1,234.6585447,1,16,37.63925293,JPN00574
0,12100,13218,82386,DebtCon,Other,7,0,0,262.3942543,0,14,18.43047238,JPN00577
1,12100,29097,72647,DebtCon,Other,8,,,109.5148795,1,22,45.30476057,JPN00580
0,12100,50100,66410,DebtCon,Other,3,0,0,176.0098643,0,14,28.54860369,JPN00582
0,12100,68941,75029,HomeImp,Office,14,0,0,254.1896555,0,31,43.89784955,JPN00585
0,12100,50150,65565,DebtCon,Other,4,0,0,166.2317086,0,13,26.64432479,JPN00588
1,12100,22000,38750,DebtCon,Other,0.8,0,0,167.4,1,17,,JPN00591
0,12100,12000,33938,DebtCon,Mgr,9,0,0,118.7666667,0,11,,JPN00594
1,12100,67000,79100,DebtCon,Mgr,5,0,0,155.2,1,32,,JPN00597
0,12100,,72731,,,0,0,0,,0,0,0.720295007,JPN00600
0,12100,83557,98881,HomeImp,ProfExe,6,0,0,102.2257045,1,26,25.78278709,JPN00603
0,12100,46152,72773,DebtCon,Other,0,0,0,270.4899801,0,20,29.49511599,JPN00606
0,12100,85121,113744,DebtCon,ProfExe,0,0,2,139.4853397,0,34,33.94343772,JPN00609
0,12100,28193,34705,DebtCon,Other,0,,,,,,37.6180269,JPN00611
0,12100,18728,34443,DebtCon,Mgr,9,0,0,117.6482829,0,10,21.58983638,JPN00614
0,12200,110088,137794,DebtCon,ProfExe,3,0,0,251.1518919,1,46,33.51711722,JPN00617
0,12200,57785,72971,DebtCon,Other,2,0,0,166.8994602,1,16,34.70964393,JPN00620
1,12200,97000,109800,HomeImp,ProfExe,5,0,0,152.1333333,3,33,,JPN00623
0,12200,91000,114053,DebtCon,Other,11,0,0,173.5,0,27,,JPN00626
0,12200,57112,76050,DebtCon,Other,1,0,0,235.2292688,0,9,35.11318533,JPN00629
0,12300,61253,85825,DebtCon,Sales,5,0,0,130.026259,0,34,27.20337824,JPN00632
0,12300,60200,77079,HomeImp,Office,13,0,0,242.2441382,1,32,45.39416855,JPN00635
0,12300,,50530,HomeImp,Mgr,5,,,163.54096,,9,20.02628441,JPN00638
1,12300,50230,70000,DebtCon,Sales,1,0,,184.3666667,2,20,,JPN00640
1,12300,49800,64000,DebtCon,ProfExe,23,0,2,232.3333333,3,17,,JPN00643
0,12300,114457,144284,DebtCon,ProfExe,1,0,0,252.6592531,0,45,32.4971451,JPN00646
0,12300,152274,177940,HomeImp,Office,4,0,0,196.8767577,0,56,33.72276915,JPN00649
0,12300,35651,59795,HomeImp,Other,22,0,0,118.6530642,0,23,40.66298165,JPN00652
0,12300,92573,119325,DebtCon,ProfExe,2,1,2,157.6206429,0,33,34.77510251,JPN00655
0,12400,137927,160566,HomeImp,ProfExe,6,0,1,436.7517799,0,42,29.27255681,JPN00658
0,12400,203902,234454,HomeImp,ProfExe,9,0,0,213.4554475,0,22,33.64852105,JPN00661
0,12400,115902,146813,DebtCon,ProfExe,1,0,0,288.4676266,0,45,33.05428433,JPN00664
1,12400,57105,74582,DebtCon,Other,12,0,0,134.0317679,0,20,36.92573641,JPN00667
0,12500,93538,118369,DebtCon,ProfExe,0,0,1,132.8237118,0,33,34.83386481,JPN00669
0,12500,37562,57081,HomeImp,Other,22,0,1,129.486844,0,23,39.08300244,JPN00672
0,12500,57294,66615,DebtCon,Other,3,0,1,321.3875868,0,9,31.38089909,JPN00675
0,12500,83924,100114,HomeImp,ProfExe,0,0,0,71.30419761,1,20,34.71276881,JPN00678
0,12500,79900,94660,DebtCon,Mgr,19,0,0,252.3496982,10,24,35.80049203,JPN00681
0,12500,,52026,HomeImp,Mgr,6,,,173.7172393,,8,21.6211951,JPN00684
1,12500,69192,105300,DebtCon,Mgr,4,0,0,282.0333333,1,23,,JPN00687
0,12500,77792,100812,DebtCon,ProfExe,10,2,0,182.9569956,1,29,27.38587324,JPN00690
0,12500,66163,83727,DebtCon,Office,4,1,2,176.9352475,3,30,36.77463995,JPN00693
0,12500,26286,36002,DebtCon,Other,2,,,,,,38.43868186,JPN00696
0,12500,56791,72974,HomeImp,Other,29,0,3,182.0664052,0,24,35.69162282,JPN00698
0,12600,71370,90316,HomeImp,Office,26,0,0,162.3574415,2,14,39.8754838,JPN00701
0,12600,84933,110253,DebtCon,ProfExe,8,0,0,192.4226063,1,37,40.84507779,JPN00704
1,12600,41169.82,57000,DebtCon,Other,5.5,1,0,98.43333333,10,18,,JPN00707
0,12600,83921,90876,DebtCon,Other,3,0,0,106.9373967,1,32,41.47300108,JPN00710
0,12600,45633,77578,DebtCon,ProfExe,19,0,0,209.7255196,0,15,23.91561488,JPN00713
0,12600,125688,198602,HomeImp,Office,0,0,1,344.7479335,0,16,39.48382007,JPN00716
0,12600,67860,103426,DebtCon,Other,9,0,0,202.1526339,0,20,18.34752939,JPN00719
0,12600,32742,41299,DebtCon,Other,10,,1,170.4071064,7,29,37.80266959,JPN00722
0,12600,25000,37882,HomeImp,Other,8.8,0,0,87.2,2,12,,JPN00725
0,12600,58247,72189,HomeImp,Other,30,0,3,198.243176,0,23,35.79425984,MAL00001
0,12600,83552,107186,HomeImp,Other,21,0,0,128.6602454,4,24,28.72301763,MAL00003
0,12700,204038,230920,HomeImp,ProfExe,10,0,0,242.9128934,0,22,29.80162732,MAL00005
0,12700,79448,91004,DebtCon,Mgr,20,0,0,227.5073902,10,23,34.46430215,MAL00006
0,12700,29471,48362,HomeImp,Other,9,0,0,79.90287141,0,4,36.0206079,MAL00008
0,12700,72760,83604,DebtCon,Office,6,2,3,189.9194249,3,29,37.36856046,MAL00010
0,12700,79383,107590,DebtCon,Other,5,0,0,78.29927353,2,14,33.5811165,MAL00011
1,12700,30428,47387,DebtCon,ProfExe,2,0,0,164.4900213,0,36,38.8741586,MAL00013
0,12700,30061,58714,,Other,29,0,0,230.8801537,0,19,20.6379176,MAL00015
0,12700,27459,38577,HomeImp,Mgr,16,0,0,72.32957204,0,9,31.60566546,MAL00017
0,12700,79898,101989,DebtCon,ProfExe,9,2,0,214.9964598,1,29,29.30607111,MAL00018
0,12700,105293,121416,,Office,14,0,0,250.0188805,0,16,35.28716643,MAL00020
0,12700,60122,93741,DebtCon,Other,0,0,0,38.33492385,1,3,42.10934773,MAL00022
0,12700,72164,104220,DebtCon,Office,10,0,0,165.4307821,0,13,37.53996336,MAL00023
0,12700,48139,64842,DebtCon,Other,0,1,0,192.4791522,2,13,26.54684008,MAL00025
0,12700,9038,65969,HomeImp,Other,7,1,1,346.5801028,0,22,13.34721268,MAL00027
0,12700,59440,88690,DebtCon,Other,0,0,0,129.1526151,3,11,37.83827353,MAL00028
0,12700,159661,183244,DebtCon,ProfExe,7,,1,210.1152209,4,26,43.76819178,MAL00030
0,12800,49349,70078,DebtCon,Other,9,0,0,240.9080591,0,17,31.75405395,MAL00032
0,12800,56516,78392,HomeImp,Other,0,0,1,195.7233219,0,13,27.33744139,MAL00034
0,12800,100241,113073,DebtCon,Other,17,0,1,197.2736792,1,15,39.46758845,MAL00035
0,12800,73624,103213,DebtCon,Other,10,0,0,201.6508442,0,20,19.55727283,MAL00037
0,12800,,,,,,,,,,,24.65967048,MAL00039
0,12800,206527,227737,HomeImp,ProfExe,11,0,0,225.2013256,0,22,31.12184071,MAL00040
0,12800,67867,78660,DebtCon,Other,3,,,159.8014934,,34,30.01090961,MAL00042
0,12800,48437,65311,DebtCon,Other,0,1,0,260.5552362,0,21,29.51628985,MAL00044
1,12800,51800,68000,HomeImp,ProfExe,6,,,,,,,MAL00045
1,12800,111000,124500,DebtCon,Sales,7,1,0,203.9,2,40,,MAL00047
0,12800,76783,95007,DebtCon,Mgr,6,0,0,140.9720223,2,26,42.15361693,MAL00049
0,12800,11986,48309,HomeImp,Office,23,0,0,265.2270609,0,20,28.49386194,MAL00051
0,12800,71531,87256,HomeImp,Office,26,0,0,167.1637357,1,14,40.37613759,MAL00052
0,12800,77318,97616,DebtCon,Mgr,6,0,0,125.5348018,2,27,39.46266339,MAL00054
0,12800,79151,110583,DebtCon,Other,4,0,0,79.3713845,1,13,33.58669163,MAL00056
0,12800,29100,39264,HomeImp,Other,7,0,0,93.39500247,2,12,31.28306102,MAL00057
0,12800,68729,90127,HomeImp,Office,23,0,0,163.9892789,1,14,39.42448779,MAL00059
1,12900,94000,,DebtCon,Office,8,0,1,205.9333333,0,19,,MAL00061
0,12900,39401,53758,HomeImp,Other,22,0,0,118.6463752,0,23,38.68944062,MAL00062
0,12900,58566,74655,DebtCon,Mgr,5,,,116.7758176,,24,39.97705119,MAL00064
0,12900,105638,112608,DebtCon,Other,17,0,2,208.3068822,2,16,39.67790581,MAL00066
1,12900,29891,76571,HomeImp,Other,2,0,0,29.05867023,3,11,31.45850053,MAL00068
0,12900,92734,114285,HomeImp,Mgr,11,0,0,236.0527728,0,24,28.66341681,MAL00069
0,12900,67038,110955,DebtCon,Office,9,0,0,147.1974137,0,12,37.08598608,MAL00071
1,12900,46266,62000,DebtCon,Other,7,0,0,77.13333333,5,18,,MAL00073
0,12900,31498,42695,HomeImp,Mgr,14,0,0,55.02158895,0,9,31.99275348,MAL00074
0,12900,88304,122178,DebtCon,Office,10,0,0,223.4548548,0,12,41.42995887,MAL00076
0,12900,56957,73181,HomeImp,Other,29,1,3,179.096166,1,23,36.39479545,MAL00078
0,12900,18106,37881,DebtCon,Mgr,8,0,0,134.3841089,0,10,20.51596186,MAL00079
1,13000,64499,86000,HomeImp,Other,1,0,0,109.4,0,19,,MAL00081
0,13000,80587,110064,DebtCon,Other,6,0,0,85.00919673,1,13,33.99003975,MAL00083
1,13000,29461,49326,HomeImp,ProfExe,11,0,0,171.5976685,1,8,38.91799988,MAL00085
0,13000,49268,72430,DebtCon,ProfExe,19,0,0,192.3644746,0,15,23.61710487,MAL00086
0,13000,39386,53149,DebtCon,Other,4,0,0,110.4779566,1,16,38.52175901,MAL00088
0,13000,67395,94355,DebtCon,Office,8,0,0,214.4844926,3,28,40.97046682,MAL00090
0,13000,29196,42682,DebtCon,Other,9,,0,143.1080607,6,28,37.29840496,MAL00091
0,13000,96172,112123,DebtCon,ProfExe,14,0,0,181.8918044,1,18,36.22557157,MAL00093
1,13000,34000,65000,HomeImp,Other,4.5,0,1,148.5,2,24,,MAL00095
0,13000,6793,47700,DebtCon,ProfExe,4,0,0,304.3666667,0,16,,MAL00096
0,13000,61612,99132,HomeImp,ProfExe,8,0,0,262.7333333,1,12,,MAL00098
0,13000,,25425,DebtCon,Other,13,,,90.93333333,2,9,,MAL00100
1,13000,43744,60000,DebtCon,Self,22,0,1,21.26666667,1,15,,MAL00102
1,13000,94941,120000,DebtCon,ProfExe,0.1,0,0,132.8666667,0,21,,MAL00103
1,13000,177000,200000,DebtCon,Mgr,3,0,2,195.8333333,1,50,,MAL00105
0,13000,110094,145807,DebtCon,ProfExe,2,0,0,285.2759347,0,45,35.04547106,MAL00107
0,13000,61865,72045,DebtCon,ProfExe,0,0,0,172.6966846,2,34,42.56558229,MAL00108
0,13000,44875,57713,DebtCon,Other,0,1,0,184.9903244,1,12,28.60207607,MAL00110
0,13000,60719,73677,,Other,11,0,0,256.7103553,0,26,27.31010697,MAL00112
0,13000,40996,58938,DebtCon,Mgr,,,,,,,35.80961273,MAL00113
0,13100,70878,86743,DebtCon,ProfExe,10,0,0,174.8817439,0,11,39.78440826,MAL00115
0,13100,,65933,,,0,0,0,,0,0,3.657370718,MAL00117
0,13100,73987,106557,DebtCon,Office,9,0,0,149.4525291,1,13,37.00852693,MAL00119
0,13100,61853,73480,,Other,13,0,0,258.9371542,0,26,28.73085117,MAL00120
0,13100,97287,123281,DebtCon,Other,9,0,0,162.9937439,0,26,34.17834568,MAL00122
0,13100,59460,72387,HomeImp,Other,29,1,2,182.1817822,0,24,34.78513256,MAL00124
0,13100,58039,68558,HomeImp,Other,29,1,2,184.8800106,1,23,37.34734877,MAL00125
0,13200,70069,88303,DebtCon,Other,3,0,0,240.8560165,2,25,29.06412827,MAL00127
0,13200,69195,79252,DebtCon,Office,13,0,0,248.7881304,3,37,41.90560462,MAL00129
0,13200,22270,38437,DebtCon,Office,5,0,1,107.7733867,0,17,20.64319968,MAL00130
0,13200,81654,114333,DebtCon,Other,5,0,0,97.96296166,1,13,33.74336765,MAL00132
0,13200,71775,80480,DebtCon,Other,0,0,0,240.6435766,3,25,29.26799242,MAL00134
0,13200,28428,34477,DebtCon,Other,0,,,,,,39.37026271,MAL00136
0,13200,117985,138969,DebtCon,ProfExe,16,,1,178.0647524,0,33,29.95423093,MAL00137
1,13300,58000,75000,DebtCon,Mgr,6.6,0,1,226.2,1,33,,MAL00139
0,13300,76663,96022,DebtCon,ProfExe,10,2,0,180.0294503,1,30,27.04500676,MAL00141
0,13300,80059,121790,,,,,,,,,34.5618314,MAL00142
0,13300,61414,72101,,Other,12,0,0,260.0716499,0,27,27.28688203,MAL00144
1,13300,60014,75695,DebtCon,Sales,1,0,,182.0643734,1,20,40.20667111,MAL00146
0,13300,64002,88174,DebtCon,Other,3,,,157.9169897,,34,29.79823118,MAL00147
0,13300,,72583,,,1,0,0,,0,0,3.72042142,MAL00149
0,13300,153411,182014,DebtCon,ProfExe,7,,0,198.39162,3,25,41.98711554,MAL00151
0,13300,44509,72292,HomeImp,ProfExe,3,0,0,208.9206936,3,17,37.05572455,MAL00153
0,13300,38232,59482,DebtCon,Mgr,,,,,,,36.02710417,MAL00154
0,13300,85532,115800,HomeImp,ProfExe,11,0,1,175.1914887,0,27,34.23139353,MAL00156
0,13300,66174,79957,DebtCon,Other,2,,,175.962695,,34,31.56344122,MAL00158
0,13300,79512,92224,DebtCon,Other,9,0,0,159.2070876,4,22,38.94860467,MAL00159
0,13300,55505,76841,DebtCon,Other,0,0,0,222.9130724,0,10,32.96863267,MAL00161
0,13300,49491,69028,DebtCon,ProfExe,16,0,0,195.8776327,0,15,24.87750841,MAL00163
0,13400,53699,68084,DebtCon,Other,3,0,0,169.8524493,0,14,25.10971349,MAL00164
1,13400,131524,148356,DebtCon,Other,4,1,0,110.7417416,2,29,48.34023474,MAL00166
0,13400,102700,121216,DebtCon,,3,0,0,124.5640179,1,25,34.95327869,MAL00168
0,13400,9698,65524,HomeImp,Other,9,1,0,345.5431065,1,21,15.76191917,MAL00170
0,13400,67941,84973,DebtCon,Office,6,1,3,179.9770702,3,30,37.42893752,MAL00171
0,13400,51225,69361,DebtCon,Other,0,0,0,261.1896369,0,21,28.95306771,MAL00173
0,13400,65662,92050,DebtCon,Other,2,0,0,20.7592153,1,3,42.00939008,MAL00175
0,13400,100784,118708,,Office,15,0,0,268.1075925,0,16,36.1587181,MAL00176
0,13400,69612,87728,DebtCon,Other,3,,,165.0302675,,35,30.44483907,MAL00178
0,13400,66737,71117,DebtCon,ProfExe,0,0,0,163.1318589,2,34,40.94386627,MAL00180
0,13400,,33664,DebtCon,Other,13,,,108.2170094,2,8,31.61392956,MAL00181
0,13400,87175,115530,HomeImp,ProfExe,13,0,1,180.9451064,1,27,33.90005642,MAL00183
0,13500,63150,77787,,Other,10,0,0,258.6215011,0,27,29.33014205,MAL00185
0,13500,59352,87767,HomeImp,Other,,0,0,300.5794229,0,19,28.1182969,MAL00187
0,13500,40023,67357,DebtCon,Mgr,,,,,,,38.31942585,MAL00188
0,13500,91734,114906,DebtCon,Other,12,0,0,211.8769452,3,15,38.10420812,MAL00190
0,13500,109258,126101,DebtCon,,2,0,0,130.77657,1,25,33.53988748,MAL00192
1,13500,73000,97000,DebtCon,Other,12,1,0,145.2,0,23,,MAL00193
0,13500,42000,62800,DebtCon,ProfExe,6,0,0,153.1666667,2,12,,MAL00195
1,13500,83673,109000,HomeImp,Mgr,2.3,0,1,238.4,3,57,,MAL00197
1,13500,28000,85999,DebtCon,Other,0,6,4,227.2666667,6,37,,MAL00198
0,13500,89184,116848,DebtCon,ProfExe,13,0,0,174.5064082,1,18,36.01089152,MAL00200
0,13500,67180,85634,DebtCon,Sales,5,0,0,147.3553126,0,35,28.52255337,MAL00202
0,13500,92989,111120,DebtCon,Other,13,0,0,209.4605943,3,15,39.52184453,MAL00204
0,13500,48832,144065,DebtCon,Other,1,0,0,268.5867999,4,43,42.69239671,MAL00205
0,13500,117321,138746,DebtCon,ProfExe,14,,1,183.2620095,0,33,31.48679667,MAL00207
0,13600,,35396,DebtCon,Other,11,,,101.7935233,1,8,32.66950311,MAL00209
0,13600,,71904,,,0,0,0,,0,0,3.265083387,MAL00210
0,13600,58539,67899,HomeImp,Other,29,1,2,194.2738338,1,23,37.13442194,MAL00212
0,13600,18232,75898,DebtCon,ProfExe,19,0,2,399.3557015,0,12,21.26089485,NZ00005
